wos_id,prediction,probNeg,probPos,weightN,weightP,id,wos_id,doi,source,title,pubtype,doctype,pubyear,pubmonth,language,abstract,subject_con,is_comp,Economics and business,Educational sciences,Law,Media and communication,Other social sciences,Political science,Psychology,Social and economic geography,Sociology,prediction_partial,probNeg_partial,probPos_partial,weightN_partial,weightP_partial
WOS:000202984100003,0,0.9999458732371574,0.007434568490791943,4.92992115020752,-4.894206523895264,50748421,WOS:000202984100003,,JOURNAL OF THE AMERICAN ORIENTAL SOCIETY,The art of severing relationships (juejiao) in early medieval China,Journal,Article,2006.0,7.0,English,"From Han to Tang there were still friends such as Fan [Shi] and Zhang [Shao], Chen [Zhong] and Lei [Yi], Yuan [Zhen] (779-831) and Bai (Juyi) (772-846) or Liu [Yuxi] (772-843) and Liu [Zongyuan] (773-819). They stayed close to each other through all their life and did not change their heart-and-mind because of life or death, a noble or base [Position]. During the [first] century of our dynasty, this practice was still alive. Alas, now it has already died!",Asian Studies,False,False,False,False,False,True,False,False,False,False,0,0.9984978872149204,0.038169870925427785,3.2710847854614262,-3.2282946109771733
WOS:000202984100005,0,0.9994671827971504,0.023299357931778085,3.8005118370056152,-3.7362873554229736,51408200,WOS:000202984100005,,JOURNAL OF THE AMERICAN ORIENTAL SOCIETY,"Religion is for god, the fatherland is for everyone: Arab-Jewish writers in modern Iraq and the clash of narratives after their immigration to Israel",Journal,Article,2006.0,7.0,English,"Jews writing in Arabic have only seldom been able to make a name for themselves in the history of Arabic belles-lettres. There are Jewish poets in the pre-Islamic period, such as al-Samaw'al ibn 'Adiya', but once Islam appeared it is almost only in Muslim Spain (al-Andalus), in the eleventh-thirteenth centuries, that we find Jewish authors so at home in fusha (literary Arabic) that they achieved recognition for their Arabic works. 2 Some became famous in both Hebrew and Arabic; a few wrote only in Arabic. Since the mid-thirteenth century, Jews were not as open to participation in the wider Arabic culture, and as at home in fusha, as they became from the 1920s onward in Iraq.(3) This involvement was encouraged by the process of modernization and secularization of the local Jews beginning in the second half of the nineteenth century. Other Jewish communities in the middle East and North Africa went through a similar process, but only in Egypt can we also find some involvement in Arabic literature, 4 although less intensive than in Iraq. The present article examines the emergence of the literary writing of the Jews of Iraq in the 1920s and the beginning of its demise after only a few decades, both inside and outside Iraq, and followed by the switch to Hebrew writing in Israel. I will try to show that these processes were due not only to political and national circumstances and motives but also to the aesthetic and cultural norms of both Arabic-Muslim and Hebrew-Jewish cultural and literary systems,. Furthermore, the Andalusian vision of cultural cooperation and religious tolerance which emerged in Baghdad in the first half of the twentieth century was the product of a very limited period, a very confined space, and a very singular history.",Asian Studies,False,False,False,False,False,True,False,False,False,False,0,0.9978831179159932,0.041907880301763886,3.0241026878356934,-3.13158917427063
WOS:000203492100002,0,0.9787627969154368,0.12731017548218648,1.8841150999069212,-1.946419715881348,50422007,WOS:000203492100002,,INTERNATIONAL JOURNAL OF SPORT FINANCE,The edifice complex: The economics of public subsidization of major league baseball facilities,Journal,Article,2006.0,5.0,English,"Using a panel of Major League Baseball team attendance data for the period 1950 to 2003, the authors determined that after controlling for team quality and other factors, a new modern era ballpark adds 22 to 30 percent to total attendance over a 10-year period and, on average, generated present-value stadium revenues of $272 million for the franchise. Since the construction costs for the group of 14 modern ballparks; averaged $99 million in private money and $198 million in public funds, there were two results with important implications for public finance. First, the revenue estimates were less than the typical cost of most modern stadiums, indicating that the projects generated positive rents for team owners only due to public subsidization. Second, the ratio of recipient benefits to subsidy expenses indicated that public spending on construction of replacement stadiums was a less effective method for subsidizing franchise owners than direct lump-sum payments. Furthermore, the preference for stadium project subsidies over cash subsidies call not be explained by the desire of local officials to improve the quality-of-play of the team. Due to non-complementarity between new stadiums and team success, team profits are maximized when an owner ""pockets"" increases in revenue rather than reinvesting in the team's level of on-field quality.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.8935043157877192,0.267563254839087,1.007421612739563,-1.1196250915527344
WOS:000203492100003,0,0.9024103056949327,0.2830413455598602,1.1921862363815308,-1.0321111679077148,51699402,WOS:000203492100003,,INTERNATIONAL JOURNAL OF SPORT FINANCE,Impression management in football club financial reporting,Journal,Article,2006.0,5.0,English,"The paper investigates the selection of accounting policies for intangible assets in the Italian football industry, focusing on the effects of the so-called salva calcio decree. Introduced by the Italian government, the decree effectively permitted clubs to amortize the asset of players' registration rights over an arbitrary time period of 10 years rather than over the length of players' contracts, thus improving clubs' reported financial position and performance. While adoption of the salva calcio decree had no direct cash flow effect, it had indirect economic consequences. It is argued that adoption of this policy by some Italian clubs was motivated by a form of legitimacy theory, whereby clubs sought to legitimize their financial position and performance with a view to meeting the licensing demands of football governing bodies. It also highlights the difficulty stakeholders face when trying to understand a football club's financial results. Far from being neutral, figures in financial statements are value-laden.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.8978831818390282,0.26769255211000986,1.0598459243774414,-1.1140766143798828
WOS:000203492100004,0,0.9892563899318448,0.08933325966391847,2.1900374889373784,-2.3326048851013184,50874995,WOS:000203492100004,,INTERNATIONAL JOURNAL OF SPORT FINANCE,The use of public funds for private benefit: An examination of the relationship between public stadium funding and ticket prices in the National Football League,Journal,Article,2006.0,5.0,English,"During the past decade there has been a proliferation of sports stadia being built in America's municipal districts. While it used to be common for the public to fully fund stadium construction projects, over the past 20 years factors such as political motives, tax reform, and increased public awareness of tax equity have forced sports teams to share increasing amounts of the financial burden (Crompton, Howard, & Var, 2003). As public funding for stadia construction has decreased, franchises have continued to strive for maximized profits. Concurrently, the cost of attending events in sports stadia has increased for consumers in terms of higher ticket prices even though changes in fixed costs should not affect pricing (Leeds & von Allmen, 2004). The purpose of this study was to examine the relationship between the use of public funds to build stadia and the profit maximizing goals of National Football League (NFL) franchises. A hypothesis was formulated that stated the impact of the public share of the construction cost would have no effect on relative ticket prices for those that consume the product. The cross-sectional data for a ticket price model, which consisted of seasonal data from every NFL team to play from 1991 through 2003, was investigated. The results showed an increase in public funding by 10% lowers ticket prices by 42 cents. As shown, the bulk of the variation in ticket prices was due to a general increase over time and MSA per capita income.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.839503925917531,0.3314944226714483,0.7781637907028198,-0.8763778805732727
WOS:000203492100005,0,0.9816808330930336,0.1259505616878236,2.0255818367004395,-1.955736517906189,50952827,WOS:000203492100005,,INTERNATIONAL JOURNAL OF SPORT FINANCE,The relationship between big-time college football and state appropriations for higher education,Journal,Article,2006.0,5.0,English,"Do big-time college sports affect state appropriations to public colleges and universities? Little attention has been given to the possibility that big-time athletic programs generate economic benefits for a university at the state capital. The paper estimates a reduced form model of the determination of annual state appropriations to public universities, including institution-specific effects to control for unobservable factors like mission and reputation that could affect appropriations. The results suggest that institutions fielding Division I-A football programs receive 8% more in annual state appropriations - about $2.6 million in real 1982 dollars - than those without such programs. Bowl appearances and national rankings do not lead to additional appropriations. These results suggest that the total economic benefit associated with big-time athletic programs may be larger than previously thought and provide insight into why the number of institutions fielding Division I-A college football programs increased by 10% from 1998 to 2002.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.978064246124866,0.12710902461215068,1.848512053489685,-1.94894540309906
WOS:000203492200002,0,0.9714795266961176,0.15416634600399332,1.7969723939895632,-1.7312256097793581,51884449,WOS:000203492200002,,INTERNATIONAL JOURNAL OF SPORT FINANCE,Evaluating inelastic ticket pricing models,Journal,Article,2006.0,8.0,English,"Economists have been perplexed by the overwhelming evidence that sports teams set ticket prices in the inelastic range of spectator demand. In response, a number of profit-maximizing explanations have been proposed in the literature explaining why sports teams set ticket prices in the inelastic range of spectator demand, yet an evaluation of the proposed theories is missing. Therefore, using National Football League team data covering the 1995 through the 1999 seasons is employed to: a) determine if NFL teams do set ticket prices in the inelastic range of spectator demand, and b) evaluate various inelastic sports ticket pricing models.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.7152462505035972,0.4596370298425781,0.4240697622299193,-0.4969323575496674
WOS:000203492200003,0,0.9982295162057988,0.04171160092982282,3.1985888481140137,-3.136141538619995,51659506,WOS:000203492200003,,INTERNATIONAL JOURNAL OF SPORT FINANCE,Financing intercollegiate athletics: The role of monitoring and enforcing NCAA recruiting regulations,Journal,Article,2006.0,8.0,English,"Many economists view the NCAA as a cartel in the market for college athletes. Financially, this cartel allows NCAA members to attract and retain college athletes for the price of a ""grant-in-aid"" without competitively bidding for the labor services of student-athletes, greatly reducing operating costs relative to a competitive market for athletes. A functioning cartel must have both monitoring of the members and an enforcement mechanism to punish violators. We investigate the factors that explain observed periods of probation in NCAA Division I-A football over the period 1978-2005. From 1978-1993, but not after, lagged winning percentage, unfilled stadium seats, and years of head coaching experience explain probation. The NCAA changed its enforcement policy in 1993, and football conference stability decreased as well during this period. These changes may explain the reduction in predictability of probation.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.9310842613096028,0.21783338982101544,1.2537224292755127,-1.349742770195007
WOS:000203492200004,0,0.9715945767027288,0.1601698552655807,1.8465770483016968,-1.685781478881836,51650601,WOS:000203492200004,,INTERNATIONAL JOURNAL OF SPORT FINANCE,Do team-specific revenues matter in baseball's arbitration system?,Journal,Article,2006.0,8.0,English,"According to baseball's collective bargaining agreement, arbitrators may not consider team finances when rendering a decision. The author develops two theories to examine the setting of final offers. In the first theory, final offers are simply functions of the arbitral criteria and are, therefore, not a function of the revenue-generating capability of the team. In the second theory, the author argues that teams may trade some talented and, thus, high-priced arbitration-eligible players, resulting in an implicit premium embedded in the final offers. The empirical analysis suggests that there are no such premiums embedded in the final offers.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.9745803564787616,0.14046248772612147,1.8092824220657349,-1.8372023105621336
WOS:000203492200005,0,0.9680533966860716,0.15418337620639505,1.6765934228897097,-1.7346279621124268,51495945,WOS:000203492200005,,INTERNATIONAL JOURNAL OF SPORT FINANCE,The novelty effect of new soccer stadia: The case of Germany,Journal,Article,2006.0,8.0,English,"When decisions are made to construct new stadia or to undertake major renovation work, the decision makers often assume that more spectators will be attracted. This so-called ""novelty effect"" is used as an argument that an impulse towards increased demand for the region And its services will be created, thus justifying public sector management to supply public funding. This study registers the novelty effect of soccer stadia in Germany since the beginning of the Bundesliga (1963-64) up to the end of the 2003-04 season and is based on annual team attendance per game. The data from all 12,488 completed games was used to create the annual attendance per game for each team. A persistent novelty effect of around 2,700 spectators per match (10.7% increase) can be seen. This value is significantly below the values calculated for the US-American professional leagues. The extent to which public funding for soccer stadium buildings can be justified will be small indeed.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.8842925208464378,0.2760578196393806,0.9466540813446044,-1.0870685577392578
WOS:000203492300003,0,0.7795881002718312,0.4093369573218039,0.6475710272789001,-0.6156966090202332,51765216,WOS:000203492300003,,INTERNATIONAL JOURNAL OF SPORT FINANCE,"Facility finance: Measurement, trends, and analysis",Journal,Article,2006.0,11.0,English,"Conventional wisdom has it that the public share of stadium and arena construction costs has been fafling in recent years. Many have attributed this-perceived decrease in part to the emergence of the academic literature in the 1990s, finding that one cannot expect that-a new team or sport facility by itself would promote economic development in an area. We find that the conventional. wisdom is incorrect. In this paper, we use both the available reported cost data as well as adjusted cost data and find that trends in public financing are considerably more complex than traditionally throught. We proceed first by discussing issues in the measurement of costs, then by elaborating the methodology we employ for our estimates, next by expositing our results,and lastly by offering an interpretation for our findings.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.7618943126697563,0.4113414658193428,0.5327231884002686,-0.630370020866394
WOS:000203492300004,0,0.9910449984971142,0.08848899148008281,2.3653268814086914,-2.34122085571289,51103754,WOS:000203492300004,,INTERNATIONAL JOURNAL OF SPORT FINANCE,Sports facilities and urban redevelopment: Private and public benefits and a prescription for a healthier future,Journal,Article,2006.0,11.0,English,"Governments still labor to form public/private partnerships to develop sports facilities that will retain teams while also creating benefits for communities. This work is undertaken as advocates point to a stream of possible benefits from a new sports facility, while detractors argue a sports tax is nothing short of corporate welfare. This retrospective analysis of the experiences of several cities identifies the range of private and public benefits that can accrue and then highlights what Major League Baseball owners and players have gained from the era of new ballparks. With the level of private benefits created for team owners and players as a background, the tactics used by some cities to secure public benefits are summarized to help create a framework for a public/private partnership that truly works to the advantage of taxpayers and the city that chooses to build a sports facility.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.8845357098423673,0.2815136729645147,0.9764435291290284,-1.0596580505371094
WOS:000203492300005,0,0.9079692516974878,0.266559064800108,1.180391788482666,-1.1086959838867188,50614423,WOS:000203492300005,,INTERNATIONAL JOURNAL OF SPORT FINANCE,Addressing the small market problem for Canadian NHL franchises: On-site gaming as a new revenue stream,Journal,Article,2006.0,11.0,English,"This paper identifies the unique problems faced by Canadian small market (CSM) franchises in the National Hockey League (NHL). While featuring characteristics similar to other major leagues in North America, CSM franchises are also burdened. by currency and taxation issues that favor US-based teams, as well as a reliance on gate revenues, which have exacerbated the problem for NHL. teams. Three general alternatives devised to address the small market problem are introduced in this paper: (1) allow other stakeholders, such as levels of government, to subsidize weaker teams; (2) create revenue sharing agreements among teams to distribute money to weaker franchises; and (3) create artificial restraints on player salaries in order to reduce the ability of large market teams to stockpile talent (Cocco & Jones, 1997). These are reviewed in the context of the NHL and include the Mills Report and Manley proposals, the Alberta Players Tax, lotteries, revenue sharing, and salary caps. A proposal is put forward to explore the use of on-site gaming in arenas in order to provide additional revenues for Canadian-based. NHL teams. The benefits of such a proposal are then reviewed, which include: (1) acting as a less regressive tax than other government subsidies by targeting game attendees; (2) having fans who already support the team provide the subsidization, eliminating those who are not followers of hockey from bearing the financial burden; and (3) enhancing the viewing experience of fans. In doing so, it is hoped that an alternative way of assisting small market,Canadian teams can be achieved that does not require substantial legal or labor negotiations, while not altering the structural characteristics of the league as a whole.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.9393131818780799,0.20373910886449534,1.3137295246124268,-1.4256929159164429
WOS:000203492300006,0,0.8315357460582805,0.35071154385991943,0.7961567044258118,-0.8003939986228943,51793613,WOS:000203492300006,,INTERNATIONAL JOURNAL OF SPORT FINANCE,The tax benefits of hosting the Super Bowl and the MLB All-Star game: The Houston experience,Journal,Article,2006.0,11.0,English,"This study acids to our knowledge of the effects of mega-events like Super Bowls and Major League Baseball All-Star games by looking specifically at a long time-series of monthly sales tax revenues to assess the impact of these events on the host city's revenue. The analysis indicates that sales tax revenues in Houston may be statistically significantly higher as a result of the Super Bowl by as much as $5 million over the time of the game and its preceding festivities. The MLB All-Star game has a much smaller effect on revenues,: though possibly as much as $1 million in extra sales tax revenues. Interestingly, there is no consistent evidence that these events raise the level of taxable sales activity, in total or in the retail or services sectors.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.7962212804357715,0.3758930496264404,0.627947211265564,-0.7348952293395996
WOS:000203492300007,0,0.9361171754868438,0.21482817715670074,1.3226114511489868,-1.3620786666870115,50552452,WOS:000203492300007,,INTERNATIONAL JOURNAL OF SPORT FINANCE,Called up to the big leagues: An examination of the factors affecting the location of minor league baseball teams,Journal,Article,2006.0,11.0,English,"In this study we analyze the factors that determine whether a particular city has a minor league baseball team and the level at which that team competes. Using the generalized ordered logit model we determine that higher population, personal income, and time from nearest Major League Baseball team all have a positive effect on the city's having a minor league baseball team and having one at a higher level. The finding that personal income has a positive effect on the level of the baseball team, combined with past studies suggesting income does not affect minor league baseball attendance, leads us to conclude that higher income fans cannot take off more time to attend baseball games but want a higher quality product when they do attend. Rankings of the most over-represented and under-represented cities, based on the model, are presented.","Hospitality, Leisure, Sport & Tourism",False,False,False,False,False,True,False,False,False,False,0,0.6064254138507991,0.5633625060943381,0.18695759773254395,-0.2453535497188568
WOS:000205612900001,0,0.9084153382336112,0.2658384030829668,1.1825437545776367,-1.111894130706787,52222968,WOS:000205612900001,10.1007/s10781-007-9018-4,JOURNAL OF INDIAN PHILOSOPHY,The nature of the Madhyamika trick,Journal,Article,2007.0,4.0,English,"This paper evaluates several recent efforts to interpret the work of Nagarjuna through the lens of modern symbolic logic. An attempt is made to uncover the premises that justify the use of symbolic logic for this purpose. This is accomplished through a discussion of (1) the historical origins of those premises in the Indian and Tibetan traditions, and (2) how such assumptions prejudice our understanding of Nagarjuna's insistence that he has no ""proposition"" (pratijna). Finally, the paper sets forth an alternative interpretation that takes into account the literary dimensions of Nagarjuna's writing.",Asian Studies,False,False,False,False,False,True,False,False,False,False,0,0.9841338345119802,0.1131765948979968,2.05288314819336,-2.0746898651123047
